filename,genre,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
39.wav,pop,-245.10174560546875,92.23126220703125,14.564506530761719,62.01643753051758,-1.265625,31.486434936523438,3.114990472793579,20.25038719177246,2.8991222381591797,4.681035995483398,6.716068267822266,-0.6892674565315247,3.8976223468780518
13.wav,pop,-67.70549774169922,158.69857788085938,-38.999305725097656,46.975704193115234,-21.53565788269043,31.220726013183594,-12.337333679199219,17.750154495239258,-7.951049327850342,7.610555171966553,-7.7254958152771,9.226191520690918,-1.9824657440185547
12.wav,pop,-131.30885314941406,175.67430114746094,-18.154264450073242,34.842769622802734,-5.956207275390625,25.18779182434082,-12.657448768615723,9.734829902648926,-1.192713737487793,4.455906391143799,-3.114353895187378,9.346451759338379,-1.7622582912445068
61.wav,pop,-201.2479705810547,160.71444702148438,-19.36237335205078,16.297029495239258,-1.4479292631149292,14.352521896362305,-14.05324935913086,13.88180160522461,-3.468688726425171,-1.5049959421157837,2.707496404647827,5.0126190185546875,-7.705381393432617
75.wav,pop,-109.52352142333984,143.96873474121094,-23.366195678710938,44.0577507019043,-2.352391242980957,38.57722473144531,-17.997224807739258,12.269445419311523,-9.019309043884277,11.538853645324707,-4.991852283477783,3.668201446533203,0.5500003099441528
49.wav,pop,-97.08464050292969,113.88195037841797,-16.087966918945312,63.044334411621094,-14.155562400817871,43.20577621459961,-9.664670944213867,26.261281967163086,-3.4434621334075928,14.486164093017578,1.1442793607711792,8.032596588134766,0.3496468663215637
48.wav,pop,-187.17840576171875,179.35305786132812,-9.070626258850098,26.782920837402344,-10.108542442321777,20.822927474975586,-0.3747338652610779,9.541180610656738,7.676932334899902,5.858388423919678,2.8903920650482178,7.197627067565918,6.2608723640441895
74.wav,pop,-161.5270538330078,194.51112365722656,-10.375207901000977,33.64959716796875,7.19343900680542,24.474973678588867,-1.8269363641738892,3.7118911743164062,-1.3664664030075073,3.132211208343506,-5.6206254959106445,4.415213584899902,-8.393548011779785
60.wav,pop,-262.2650146484375,127.01448059082031,26.948165893554688,30.852624893188477,-27.781049728393555,9.659700393676758,-14.623538970947266,5.302584648132324,-14.356863975524902,-7.676497459411621,-11.077688217163086,-0.8393855690956116,-4.291109085083008
76.wav,pop,-202.28515625,169.3562774658203,1.0927232503890991,38.323482513427734,-4.044477939605713,27.986223220825195,-2.887519598007202,12.724560737609863,-7.365025043487549,7.007445335388184,5.386943340301514,3.636185884475708,1.158199429512024
62.wav,pop,-69.69837951660156,140.46401977539062,-35.15774917602539,56.11129379272461,-13.17696475982666,37.082401275634766,-11.08626651763916,15.05019760131836,-12.063748359680176,10.815515518188477,-8.756485939025879,10.832361221313477,0.35721555352211
89.wav,pop,-161.9852294921875,148.39500427246094,-21.091291427612305,64.70287322998047,-9.243388175964355,24.053197860717773,-13.371255874633789,8.387989044189453,-1.4673559665679932,-0.6927909255027771,11.002294540405273,-5.291131496429443,3.338998556137085
88.wav,pop,-286.9643249511719,160.53822326660156,7.539116859436035,38.24270248413086,9.084381103515625,15.754440307617188,2.998504161834717,1.0504745244979858,4.509652614593506,-3.7895352840423584,0.8353620767593384,8.696383476257324,3.6933770179748535
63.wav,pop,-166.04229736328125,120.82463836669922,-15.289399147033691,55.111541748046875,-29.947250366210938,27.402416229248047,-15.3440580368042,15.63574504852295,-14.175047874450684,4.32580041885376,-5.5550336837768555,3.00358247756958,-2.8134963512420654
77.wav,pop,-40.054718017578125,163.91653442382812,-35.98420715332031,41.92279052734375,-16.481281280517578,33.17572784423828,-15.90649127960205,18.137739181518555,-15.79911994934082,17.1022891998291,-8.44507122039795,9.43001937866211,-2.9183075428009033
9.wav,pop,-283.6052551269531,202.002197265625,5.3363847732543945,25.69050407409668,8.759903907775879,12.998950004577637,-6.907617092132568,8.257786750793457,4.781832695007324,-7.784983158111572,2.681645393371582,3.3229928016662598,-3.1764626502990723
73.wav,pop,-195.48646545410156,125.15780639648438,-9.087307929992676,77.84528350830078,-9.865052223205566,34.874813079833984,-5.631638050079346,10.050458908081055,-5.249201774597168,-4.907165050506592,9.547417640686035,-7.08608341217041,-0.20977352559566498
67.wav,pop,-207.39596557617188,157.94154357910156,-1.0987588167190552,44.814456939697266,5.0997796058654785,27.251020431518555,-3.1954915523529053,6.339608669281006,5.883421897888184,12.41080093383789,4.379894256591797,-4.343838214874268,2.4193685054779053
98.wav,pop,-95.71365356445312,148.76853942871094,-48.33917999267578,35.37321853637695,-22.92373275756836,36.3933219909668,-8.321355819702148,7.960636615753174,-6.922156810760498,5.149716854095459,1.1294465065002441,0.8775644302368164,1.749807357788086
99.wav,pop,-145.47171020507812,192.61163330078125,-20.041040420532227,28.213794708251953,-2.791651964187622,23.783004760742188,-4.551466464996338,13.297533988952637,5.875481605529785,-1.6320081949234009,-7.981744766235352,1.959028720855713,-0.5559040904045105
66.wav,pop,-162.6446075439453,139.5340576171875,-21.241336822509766,61.25826644897461,-9.90742015838623,18.301193237304688,-15.65380573272705,11.525739669799805,-13.776049613952637,-0.4820696711540222,0.03794906660914421,-5.194156169891357,-7.320184230804443
72.wav,pop,-210.96424865722656,171.48577880859375,-24.42632293701172,28.078399658203125,-6.8247761726379395,13.615883827209473,-0.5460087060928345,6.038427829742432,-2.454193592071533,-6.4236907958984375,-2.2327120304107666,-2.616368293762207,0.30118080973625183
8.wav,pop,-321.50140380859375,157.36012268066406,23.27672576904297,42.019222259521484,7.665920734405518,20.969058990478516,1.9620288610458374,3.649632453918457,3.2845852375030518,-12.612051010131836,-4.7212419509887695,-6.345062732696533,-6.535684108734131
58.wav,pop,-157.98362731933594,147.24461364746094,-38.80571365356445,26.10968017578125,-4.695842266082764,23.994171142578125,-11.77344036102295,10.455506324768066,-9.465143203735352,6.812573432922363,-4.774294376373291,2.5581741333007812,-0.5446079969406128
64.wav,pop,-266.6455078125,171.07655334472656,27.347164154052734,43.439815521240234,-6.5206732749938965,26.49372100830078,-2.899041175842285,4.31778621673584,-0.8735456466674805,-3.1625232696533203,-7.841047763824463,-3.301072120666504,-0.819127082824707
70.wav,pop,-269.5104064941406,195.41043090820312,27.21613311767578,12.376150131225586,-19.541547775268555,0.261871337890625,-7.15116024017334,1.6387643814086914,-6.784663200378418,-3.646031618118286,-3.840686321258545,-5.898155689239502,-3.836975336074829
71.wav,pop,-174.2403564453125,137.4289093017578,-31.52340316772461,47.99407196044922,-19.439420700073242,23.712162017822266,-1.4223803281784058,5.0203070640563965,3.451087713241577,13.278620719909668,5.188602924346924,9.766071319580078,8.603171348571777
65.wav,pop,-198.92323303222656,111.87077331542969,10.605182647705078,61.01799774169922,-2.991363525390625,37.45744323730469,-6.306601524353027,21.711261749267578,-7.577610015869141,11.776350021362305,-8.372382164001465,9.717916488647461,-6.127447605133057
59.wav,pop,-164.588623046875,147.73568725585938,-29.373912811279297,67.25370025634766,-13.674148559570312,19.82790184020996,-15.263103485107422,8.663522720336914,-9.075397491455078,-7.42421817779541,7.686718940734863,-13.723950386047363,0.502647340297699
40.wav,pop,-228.8677215576172,170.75247192382812,-25.16801643371582,52.994266510009766,16.410154342651367,7.260504722595215,14.864264488220215,0.31448885798454285,-1.403225302696228,0.5379140973091125,1.7378671169281006,-2.6794238090515137,-1.4875831604003906
54.wav,pop,-262.6194763183594,141.87796020507812,13.724193572998047,31.21647071838379,14.5631742477417,20.740825653076172,2.1564698219299316,5.693496227264404,3.770261764526367,13.938355445861816,6.242756366729736,0.11984243243932724,0.7990317940711975
6.wav,pop,-197.9015350341797,126.730224609375,-19.899738311767578,44.09426498413086,-14.517473220825195,31.443845748901367,-13.727286338806152,8.632197380065918,-14.457575798034668,7.6896209716796875,-12.454195022583008,-1.8140368461608887,-7.550191402435303
68.wav,pop,-118.27277374267578,159.90325927734375,-16.60266876220703,51.438655853271484,-8.323968887329102,27.14470672607422,-14.712797164916992,15.297001838684082,-6.889455795288086,6.935660362243652,-0.9505917429924011,0.9007279276847839,-4.926082134246826
83.wav,pop,-159.44189453125,151.58663940429688,-14.042754173278809,39.61481857299805,-3.6375293731689453,21.90070915222168,-10.908984184265137,17.799097061157227,-3.953089714050293,12.078757286071777,0.7093008756637573,-0.7826364040374756,0.108260378241539
97.wav,pop,-115.3525161743164,152.38002014160156,-64.57466888427734,56.547115325927734,-10.978377342224121,22.50369644165039,-13.708065032958984,10.681111335754395,-1.0105006694793701,4.372897624969482,6.496776580810547,-12.567169189453125,1.9597058296203613
96.wav,pop,-157.38623046875,163.61073303222656,-1.9867702722549438,47.82344055175781,-0.21183156967163086,25.767454147338867,-11.56258773803711,17.034963607788086,-4.953422546386719,14.004034996032715,-0.5525798797607422,0.5540592670440674,-2.593130350112915
82.wav,pop,-112.30519104003906,181.05982971191406,-30.912565231323242,30.96514129638672,4.826295375823975,33.463802337646484,-13.394110679626465,13.572697639465332,-3.086721658706665,5.946957588195801,-5.026042461395264,8.466822624206543,-2.3214094638824463
69.wav,pop,-244.48757934570312,141.78282165527344,-51.78974151611328,9.669949531555176,1.992276668548584,6.976700782775879,5.377275466918945,3.9114623069763184,-4.887618541717529,-1.1750704050064087,3.172981023788452,-0.06785683333873749,-0.6878932118415833
55.wav,pop,-125.45187377929688,139.00408935546875,-6.6272501945495605,53.73885726928711,-12.844147682189941,28.372724533081055,-15.071592330932617,17.749298095703125,-8.930398941040039,10.851844787597656,0.485588937997818,3.741438150405884,-6.427031993865967
7.wav,pop,-241.66822814941406,181.84091186523438,28.3819522857666,27.51055908203125,10.867757797241211,25.774845123291016,-2.4147846698760986,13.509836196899414,-6.434835910797119,4.454206943511963,4.445221900939941,4.545426368713379,4.014843463897705
41.wav,pop,-68.02301788330078,145.74652099609375,-42.91276168823242,42.9583740234375,-21.606687545776367,41.45912551879883,-33.552024841308594,19.330280303955078,-11.301310539245605,7.4572224617004395,-5.471085548400879,5.136370658874512,-3.660395383834839
5.wav,pop,-162.906005859375,128.4451446533203,-11.784082412719727,57.41034698486328,-10.19384479522705,33.426002502441406,-17.14053726196289,15.698325157165527,-7.388962268829346,6.888576984405518,-2.937288761138916,2.2117722034454346,-1.2163323163986206
57.wav,pop,-86.04116821289062,134.22154235839844,-32.48090744018555,64.74128723144531,-21.84189224243164,38.306941986083984,-23.410114288330078,20.595142364501953,-2.7646138668060303,9.030889511108398,2.277754068374634,5.031676769256592,-7.103003978729248
43.wav,pop,-179.26437377929688,138.57716369628906,-35.71540069580078,49.17976379394531,9.282711029052734,19.61592674255371,-11.366740226745605,20.316415786743164,3.254405975341797,10.85819149017334,2.664785146713257,7.449903964996338,-0.8066150546073914
94.wav,pop,-110.68024444580078,153.19717407226562,-55.071781158447266,61.05677795410156,-9.720836639404297,26.495206832885742,-13.486327171325684,11.809250831604004,-2.4822680950164795,0.9529542922973633,4.2417683601379395,-11.760087966918945,3.5871050357818604
80.wav,pop,-102.10370635986328,148.02337646484375,-31.312541961669922,51.13258361816406,-4.981326103210449,36.772483825683594,-13.154369354248047,25.276348114013672,-8.061418533325195,16.780305862426758,-1.4376100301742554,4.492217540740967,-3.835066080093384
81.wav,pop,-319.264404296875,141.39842224121094,57.001644134521484,46.86253356933594,19.91522216796875,26.808523178100586,-1.1151649951934814,8.328914642333984,-10.452920913696289,0.0039178174920380116,-5.285035610198975,-2.9074809551239014,-10.686551094055176
95.wav,pop,-50.52885818481445,135.2261199951172,-33.590965270996094,63.645050048828125,-21.973363876342773,39.655181884765625,-17.498519897460938,15.867298126220703,-10.584392547607422,9.405112266540527,-5.87882137298584,0.6455303430557251,-1.8487929105758667
42.wav,pop,-168.0501251220703,129.056640625,5.291937828063965,48.284976959228516,-13.021342277526855,28.53707504272461,-14.691017150878906,17.699138641357422,-10.51492977142334,2.9061269760131836,-2.1113975048065186,-1.8276190757751465,-8.917876243591309
4.wav,pop,-161.52183532714844,159.9532470703125,-6.934412479400635,45.31896209716797,6.391583442687988,29.80110740661621,-6.601921558380127,15.041357040405273,-0.2772957384586334,5.294350624084473,-5.711678981781006,4.1474199295043945,-0.9421291947364807
56.wav,pop,-312.1826171875,151.25418090820312,39.66647720336914,28.709625244140625,4.280078887939453,19.589353561401367,-2.7200584411621094,4.7454328536987305,-1.6935274600982666,2.1567506790161133,-0.4775789678096771,-1.6804444789886475,-4.876292705535889
52.wav,pop,-308.0119323730469,146.97740173339844,34.64232635498047,38.28656768798828,16.286571502685547,17.312620162963867,6.086246013641357,0.9554018378257751,2.857856512069702,-1.7198714017868042,-11.195436477661133,-7.759484767913818,-8.3911714553833
46.wav,pop,-203.33383178710938,181.6246337890625,-35.656219482421875,18.903736114501953,18.919391632080078,10.130036354064941,1.0653095245361328,6.517119407653809,-3.5990281105041504,-5.924215316772461,1.6396431922912598,1.4000393152236938,-2.0739517211914062
91.wav,pop,-65.31751251220703,168.5791778564453,-34.58625793457031,37.82575225830078,-15.962876319885254,35.82769775390625,-10.36340618133545,15.55012035369873,-12.41147232055664,11.79603385925293,-5.188740253448486,11.365778923034668,-2.4381182193756104
85.wav,pop,-97.30445861816406,143.19839477539062,-42.28291702270508,53.02436828613281,-17.496938705444336,42.923980712890625,-1.7262747287750244,16.356050491333008,-3.9418866634368896,11.939876556396484,1.5785784721374512,3.125247001647949,0.46907931566238403
84.wav,pop,-126.00630950927734,152.62351989746094,-37.592506408691406,73.18083953857422,-21.765323638916016,21.149457931518555,-15.457343101501465,10.264093399047852,-10.02590274810791,-6.312698841094971,3.644665002822876,-13.397798538208008,2.23549222946167
90.wav,pop,-96.48628997802734,160.52049255371094,-48.03961944580078,52.86478042602539,-20.56430435180664,34.673866271972656,-0.02357649616897106,2.162889242172241,-0.7350670695304871,1.7069028615951538,0.31057190895080566,-5.38165283203125,1.3793879747390747
47.wav,pop,-236.3964385986328,166.3040313720703,-23.66794776916504,23.98929214477539,28.091899871826172,23.926034927368164,22.35378646850586,21.58733558654785,11.414373397827148,18.849945068359375,3.266535997390747,-2.681514263153076,2.071941614151001
53.wav,pop,-272.3171081542969,161.9638671875,6.458405494689941,28.406993865966797,14.139900207519531,26.023786544799805,-0.21249781548976898,9.13218879699707,2.78135085105896,0.2544928193092346,0.9968112111091614,2.596219778060913,-7.190826892852783
1.wav,pop,-176.9260711669922,160.53030395507812,-12.084124565124512,40.4686393737793,-8.862988471984863,23.29966163635254,-14.126802444458008,9.042677879333496,-6.771523952484131,-1.1326074600219727,-12.874457359313965,-3.1575143337249756,-4.902161598205566
79.wav,pop,-122.0954818725586,138.41468811035156,-56.42829513549805,65.5747299194336,-14.299494743347168,24.734437942504883,-18.285991668701172,10.386186599731445,-10.62306022644043,-4.999979019165039,5.539989471435547,-13.09426212310791,0.39034152030944824
45.wav,pop,-224.21139526367188,185.18450927734375,-5.918046474456787,12.269268035888672,13.62001895904541,12.884889602661133,-2.6441617012023926,3.5239028930664062,-5.035945892333984,0.4203770160675049,-1.2769302129745483,-3.5384891033172607,-5.80576753616333
3.wav,pop,-368.25146484375,144.6009063720703,11.74245834350586,28.29690170288086,4.432430267333984,8.984618186950684,-5.2035112380981445,-2.786421298980713,-3.0814762115478516,-4.326670169830322,-2.637826442718506,6.793999195098877,7.820862293243408
51.wav,pop,-160.012451171875,161.12591552734375,-10.850217819213867,47.29501724243164,2.046769618988037,28.07576560974121,-7.8686909675598145,19.300920486450195,-0.8937726020812988,3.8779571056365967,6.490458965301514,6.534488677978516,0.9740894436836243
86.wav,pop,-269.9573669433594,184.797119140625,-3.612058162689209,12.081533432006836,4.726205348968506,7.201801300048828,-3.710134506225586,-6.210629463195801,-1.9925527572631836,-9.814962387084961,-4.990796089172363,4.6036858558654785,-0.7977408766746521
92.wav,pop,-207.98483276367188,159.2206573486328,10.085577964782715,31.027494430541992,0.9955858588218689,29.365751266479492,-0.38767683506011963,17.875587463378906,-9.154502868652344,2.631739854812622,9.083670616149902,5.12698221206665,3.7637107372283936
93.wav,pop,-258.496337890625,179.52151489257812,-2.5870189666748047,19.035268783569336,9.253045082092285,19.849822998046875,0.24418821930885315,4.1659746170043945,-0.25330814719200134,-4.027914047241211,-1.19586181640625,1.85392427444458,-2.9357657432556152
87.wav,pop,-83.1404800415039,160.8761444091797,-36.82352066040039,47.68302917480469,-10.55898666381836,34.790130615234375,-6.559384822845459,12.242241859436035,-3.060269594192505,7.668552875518799,-3.670713186264038,5.457225322723389,0.025757472962141037
2.wav,pop,-142.56427001953125,136.7476806640625,-6.353274345397949,60.60569763183594,-7.534081935882568,30.74287223815918,-12.608746528625488,23.700258255004883,-4.761194705963135,10.615806579589844,-1.218731164932251,6.474686622619629,-0.06219181418418884
50.wav,pop,-230.71412658691406,150.94577026367188,-14.762920379638672,42.19923782348633,3.6548259258270264,20.273914337158203,-8.596357345581055,14.801664352416992,-5.223785877227783,-5.429649829864502,-2.5797078609466553,-1.983642578125,-4.081974506378174
44.wav,pop,-153.5755615234375,103.42167663574219,-15.102848052978516,57.28104019165039,-14.0709867477417,34.92612838745117,-11.620194435119629,23.958616256713867,-6.783167839050293,14.457490921020508,-7.26938533782959,7.55401611328125,-2.2759478092193604
78.wav,pop,-75.15532684326172,135.41058349609375,-20.80714225769043,58.83506393432617,-21.13386344909668,43.376197814941406,-15.30419635772705,24.520233154296875,-10.20231819152832,12.526237487792969,-4.55350923538208,5.829822063446045,-4.9823102951049805
23.wav,pop,-227.79701232910156,113.12146759033203,-31.674673080444336,18.52796173095703,-3.501246452331543,11.654455184936523,-5.06220817565918,14.503033638000488,0.9522159695625305,4.937860012054443,5.781597137451172,1.0993120670318604,8.036273002624512
37.wav,pop,-203.1168975830078,137.17083740234375,-4.206615924835205,47.72737121582031,-0.3452188968658447,22.191349029541016,-7.444884777069092,11.487037658691406,-5.970472812652588,3.706191301345825,-9.389613151550293,4.206081867218018,-2.3545660972595215
36.wav,pop,-126.47637939453125,143.94363403320312,-33.45669174194336,52.30854797363281,-9.41067123413086,38.12565994262695,-21.71436882019043,16.53099822998047,-11.83535385131836,5.103160858154297,-3.7867448329925537,-3.8299405574798584,-2.936187744140625
22.wav,pop,-262.9703674316406,152.84063720703125,29.69013214111328,42.38130187988281,2.810018301010132,2.558810234069824,-12.859057426452637,2.4465439319610596,-10.778095245361328,-7.137394905090332,-3.3992154598236084,-8.169791221618652,-4.201320171356201
34.wav,pop,-164.9081573486328,145.53958129882812,-14.792744636535645,33.959529876708984,-11.879680633544922,28.40217399597168,-22.66908836364746,17.078824996948242,-10.164502143859863,-2.2399227619171143,-5.049417018890381,5.648784637451172,-7.553858757019043
20.wav,pop,-278.5818176269531,159.58700561523438,-27.274044036865234,21.60161781311035,3.52653169631958,15.556870460510254,-20.55943489074707,12.6890230178833,3.1794638633728027,-7.819180965423584,5.195688247680664,5.413354873657227,-5.694552898406982
21.wav,pop,-77.4507827758789,132.86767578125,-53.31901931762695,62.796051025390625,-30.51493263244629,34.24856948852539,-13.298796653747559,21.84891700744629,-3.5156824588775635,14.035353660583496,-2.3115885257720947,7.839996337890625,5.886329174041748
35.wav,pop,-132.07461547851562,145.8845672607422,-46.38399124145508,47.09846878051758,-10.027128219604492,16.113615036010742,-9.431289672851562,13.313714981079102,-8.051093101501465,7.2648725509643555,1.0024503469467163,-5.171699523925781,-3.429318428039551
19.wav,pop,-381.95928955078125,179.8424072265625,-0.4739955961704254,3.9233691692352295,-8.770454406738281,-15.218257904052734,-16.269359588623047,-8.290722846984863,-6.840336799621582,-1.3137494325637817,-0.0348999984562397,-0.6175518035888672,-1.345965027809143
31.wav,pop,-256.1776123046875,136.1549530029297,19.49405860900879,44.82682800292969,6.891957759857178,31.74729347229004,-1.317805290222168,20.026268005371094,2.8528969287872314,4.604783058166504,2.528981924057007,8.805455207824707,1.3340867757797241
25.wav,pop,-245.59255981445312,163.9645233154297,-3.9813640117645264,41.294124603271484,22.153629302978516,-5.152099132537842,-22.11090087890625,-1.9607025384902954,-11.279850006103516,-11.177957534790039,-3.2417550086975098,-8.336715698242188,-6.77659797668457
24.wav,pop,-331.2140197753906,184.52076721191406,25.633586883544922,14.29515552520752,-6.438511371612549,-1.6877341270446777,-24.74801254272461,-16.337703704833984,-12.359335899353027,-9.138577461242676,-4.461647033691406,-0.3198021352291107,3.8174664974212646
30.wav,pop,-196.50726318359375,173.62612915039062,1.5737900733947754,42.01787185668945,1.3397663831710815,23.3983211517334,-11.408392906188965,15.842988014221191,-3.8682522773742676,6.813040733337402,2.0494771003723145,0.5442276000976562,-2.4532649517059326
18.wav,pop,-258.2775573730469,179.41795349121094,-5.501359939575195,40.71014404296875,-27.92519187927246,4.227449417114258,0.5977367162704468,6.882746696472168,5.265731334686279,2.7691736221313477,0.5081228017807007,-5.667831897735596,-9.971757888793945
26.wav,pop,-247.28579711914062,128.3061065673828,7.591130256652832,43.11098861694336,4.6023430824279785,19.75701141357422,5.568371772766113,18.52987289428711,4.830967903137207,13.107915878295898,7.2816853523254395,6.842923641204834,4.179328441619873
32.wav,pop,-178.8534393310547,158.2351531982422,-15.475876808166504,41.073177337646484,-9.426793098449707,23.550189971923828,-13.0731782913208,11.149373054504395,1.9591522216796875,3.3805644512176514,4.020402431488037,7.474247932434082,-2.2483370304107666
33.wav,pop,-296.0712890625,204.87974548339844,20.93887710571289,13.604696273803711,12.939373016357422,26.37885856628418,-4.005883693695068,5.124655723571777,-3.770259380340576,-7.0478692054748535,-7.465193271636963,-4.585146903991699,-7.656817436218262
27.wav,pop,-252.19522094726562,169.88392639160156,-4.457591533660889,35.440589904785156,2.6824564933776855,6.864073753356934,-3.7004871368408203,1.0677478313446045,-4.522023677825928,-0.7579571604728699,-1.2637217044830322,-2.976283073425293,-3.7043399810791016
16.wav,electronic,-227.42356872558594,109.87115478515625,-12.252548217773438,48.865570068359375,0.4712477922439575,40.23150634765625,11.490467071533203,19.541677474975586,5.704978942871094,7.469687461853027,5.789891242980957,-0.45563429594039917,5.348413467407227
17.wav,electronic,-556.4006958007812,100.75807189941406,37.696346282958984,5.635100841522217,-1.4607200622558594,-7.783984661102295,-14.079255104064941,-17.871797561645508,-19.782711029052734,-16.572616577148438,-9.733579635620117,-5.054749965667725,-3.3603601455688477
15.wav,electronic,-225.40892028808594,103.75300598144531,13.878260612487793,40.49897766113281,-4.6156182289123535,26.506900787353516,-2.252995729446411,23.7822265625,0.5485644936561584,19.22929573059082,3.8579165935516357,13.693939208984375,5.068568229675293
29.wav,electronic,-308.75091552734375,175.01356506347656,3.1319520473480225,-14.03762149810791,-12.085796356201172,19.76727867126465,4.746330261230469,3.525400400161743,-5.210638046264648,5.8228302001953125,2.456937313079834,1.096712589263916,0.6634849905967712
100.wav,electronic,-332.0989990234375,33.55335235595703,42.683895111083984,48.457183837890625,3.7138686180114746,47.48151779174805,-0.21954432129859924,29.296958923339844,2.144662618637085,15.666777610778809,4.704509735107422,13.26346492767334,6.585653305053711
28.wav,electronic,-193.87734985351562,117.40609741210938,-25.69041633605957,31.202133178710938,-13.643534660339355,17.854345321655273,-16.77835464477539,17.804800033569336,-1.9900844097137451,15.486066818237305,3.050868272781372,12.360669136047363,2.436816692352295
14.wav,electronic,-181.59912109375,93.25652313232422,-6.41847562789917,60.24082565307617,-10.632678031921387,42.25698471069336,-2.89536452293396,22.53888511657715,-1.7374478578567505,9.151178359985352,-0.16209520399570465,4.6153693199157715,-3.7081174850463867
38.wav,electronic,-324.82904052734375,190.63665771484375,22.567440032958984,11.899901390075684,13.070276260375977,13.378777503967285,9.744732856750488,12.851106643676758,3.4846878051757812,0.12974202632904053,1.5251089334487915,-0.4442593455314636,-0.006955198477953672
10.wav,electronic,-367.3081970214844,154.50375366210938,56.57663345336914,33.01826477050781,14.827632904052734,14.709518432617188,2.736544132232666,-2.6878483295440674,-8.971327781677246,-5.027878761291504,-9.706189155578613,-5.834178447723389,-0.10910408943891525
11.wav,electronic,-313.6063537597656,91.69227600097656,35.3759651184082,41.071292877197266,8.840070724487305,27.843847274780273,2.5761964321136475,17.669965744018555,-8.681740760803223,20.410226821899414,-9.913432121276855,10.373944282531738,-9.910218238830566
39.wav,electronic,-334.8475036621094,-15.75981616973877,-23.292430877685547,36.990234375,-17.310134887695312,25.499486923217773,-16.852476119995117,14.859597206115723,-16.124528884887695,3.9086930751800537,-13.47632122039795,12.510863304138184,-6.785667896270752
13.wav,electronic,-213.09950256347656,128.36752319335938,0.9334579706192017,32.34092330932617,-3.419236421585083,25.468486785888672,-5.271908283233643,14.662226676940918,-2.5166256427764893,9.783385276794434,4.916287899017334,5.023097515106201,5.277756690979004
12.wav,electronic,-236.9232940673828,142.26608276367188,-61.787654876708984,0.9906316995620728,-27.319116592407227,-8.211376190185547,-19.112804412841797,-8.25378131866455,-9.163475036621094,-7.312196254730225,-9.051522254943848,-3.7402563095092773,-5.889332294464111
61.wav,electronic,-340.3011169433594,174.78526306152344,12.063461303710938,27.0342960357666,18.739486694335938,18.361711502075195,4.747226715087891,-3.189671039581299,-0.9553986191749573,-2.4735758304595947,-0.9514585733413696,4.732329368591309,2.4807288646698
