file,genre,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
84.wav,pop,0.33453404903411865,0.5025168061256409,0.5953919291496277,0.5548022985458374,0.6381478309631348,0.47102227807044983,0.4117283225059509,0.32236331701278687,0.3753562867641449,0.4513356685638428,0.35265299677848816,0.35540562868118286
90.wav,pop,0.44743025302886963,0.47251346707344055,0.46861162781715393,0.44340965151786804,0.413623183965683,0.3950532376766205,0.4086581766605377,0.39926695823669434,0.5102057456970215,0.4315241873264313,0.4674111604690552,0.5463581681251526
47.wav,pop,0.40211227536201477,0.5559335350990295,0.681704580783844,0.5428612232208252,0.4140338897705078,0.41298574209213257,0.4974178373813629,0.510709822177887,0.4857204854488373,0.486309677362442,0.41902443766593933,0.38075798749923706
53.wav,pop,0.37055715918540955,0.30270466208457947,0.3175806701183319,0.44537264108657837,0.4809143543243408,0.5243788957595825,0.41370055079460144,0.3620770573616028,0.39126157760620117,0.3463904857635498,0.30164092779159546,0.2859238386154175
1.wav,pop,0.45026418566703796,0.39081212878227234,0.4454784691333771,0.6029069423675537,0.5415468811988831,0.5723048448562622,0.4000213146209717,0.35554951429367065,0.48824429512023926,0.36136361956596375,0.2505708932876587,0.2984900176525116
79.wav,pop,0.3990045189857483,0.4041474461555481,0.49094176292419434,0.3750436007976532,0.3535190522670746,0.398147851228714,0.4269672632217407,0.564720094203949,0.46001797914505005,0.43931806087493896,0.438505083322525,0.39140698313713074
45.wav,pop,0.8583180904388428,0.6309037208557129,0.4222336709499359,0.395237535238266,0.43511638045310974,0.4355829954147339,0.37208762764930725,0.45438483357429504,0.4664860665798187,0.45137086510658264,0.3962298333644867,0.521350085735321
3.wav,pop,0.2976967990398407,0.39050811529159546,0.46754592657089233,0.4539834260940552,0.4271596372127533,0.46519359946250916,0.42001044750213623,0.46398621797561646,0.44872990250587463,0.48530346155166626,0.4095171093940735,0.3063684105873108
51.wav,pop,0.4067288339138031,0.409039705991745,0.40087196230888367,0.5227094292640686,0.6522538661956787,0.5998720526695251,0.5650966763496399,0.5155277848243713,0.5771341323852539,0.5060251951217651,0.4442581832408905,0.47728192806243896
86.wav,pop,0.2470489740371704,0.28900885581970215,0.3948935866355896,0.29110753536224365,0.3876020014286041,0.3082897961139679,0.21016955375671387,0.2572110593318939,0.30392539501190186,0.4041918218135834,0.31033873558044434,0.2377305030822754
92.wav,pop,0.37796664237976074,0.4120570123195648,0.3757832646369934,0.42088621854782104,0.46719059348106384,0.579331636428833,0.5462646484375,0.5084131956100464,0.5438791513442993,0.4858112037181854,0.4699123203754425,0.4014543890953064
93.wav,pop,0.3474586308002472,0.3298383951187134,0.40586918592453003,0.5418229103088379,0.34485867619514465,0.3001548647880554,0.3219517469406128,0.4520512819290161,0.5301054120063782,0.41832205653190613,0.34964337944984436,0.32428109645843506
87.wav,pop,0.4211832880973816,0.43984296917915344,0.6406660676002502,0.5640490055084229,0.5065478682518005,0.5631409883499146,0.6370012760162354,0.7411065101623535,0.6331377625465393,0.5771443247795105,0.48157504200935364,0.4733264446258545
2.wav,pop,0.5551190376281738,0.43676748871803284,0.37389424443244934,0.34440508484840393,0.40623754262924194,0.43039706349372864,0.41291654109954834,0.5299596190452576,0.47957542538642883,0.5376349091529846,0.4466072916984558,0.41339924931526184
50.wav,pop,0.4810066521167755,0.5951359272003174,0.4046388566493988,0.39233168959617615,0.3956433832645416,0.38518834114074707,0.40129703283309937,0.3755146563053131,0.43628284335136414,0.3518824875354767,0.34540411829948425,0.43559202551841736
44.wav,pop,0.6509174704551697,0.528576135635376,0.504082202911377,0.48110491037368774,0.47760677337646484,0.4891469478607178,0.5149978995323181,0.5604132413864136,0.58882075548172,0.6258100271224976,0.664578378200531,0.6824674010276794
78.wav,pop,0.35979780554771423,0.3601160943508148,0.5598661303520203,0.4069790840148926,0.35645806789398193,0.35725367069244385,0.5308186411857605,0.5810237526893616,0.5006266236305237,0.5433276295661926,0.42895346879959106,0.5074627995491028
23.wav,pop,0.4995707869529724,0.4777500629425049,0.4963906407356262,0.5184321403503418,0.5753028392791748,0.5625807642936707,0.6076160669326782,0.5852648615837097,0.47832658886909485,0.5046444535255432,0.5015193223953247,0.4469850957393646
37.wav,pop,0.3533645272254944,0.47806817293167114,0.4216129183769226,0.3914554715156555,0.43449506163597107,0.3650461733341217,0.3898942172527313,0.41055816411972046,0.5157150626182556,0.5529999732971191,0.3677830398082733,0.343977153301239
36.wav,pop,0.4566812515258789,0.4061030149459839,0.37155312299728394,0.33217111229896545,0.3854076564311981,0.38503298163414,0.40982145071029663,0.37337246537208557,0.4131197929382324,0.4372396767139435,0.5016199946403503,0.6015040278434753
22.wav,pop,0.24134226143360138,0.32506710290908813,0.41516804695129395,0.511256992816925,0.41155824065208435,0.35413095355033875,0.35895276069641113,0.3142884373664856,0.3693510890007019,0.33000922203063965,0.3792451024055481,0.26055803894996643
34.wav,pop,0.3302316665649414,0.2411050796508789,0.28825896978378296,0.3210003674030304,0.4465782344341278,0.36284196376800537,0.452493280172348,0.4516527056694031,0.3066101670265198,0.33410564064979553,0.3792947828769684,0.5732576251029968
20.wav,pop,0.33018627762794495,0.23118823766708374,0.3622705936431885,0.31405821442604065,0.23128747940063477,0.368753582239151,0.25290441513061523,0.40745317935943604,0.21673859655857086,0.20806074142456055,0.27817800641059875,0.22826379537582397
21.wav,pop,0.59708571434021,0.509682297706604,0.4561496376991272,0.4693200886249542,0.3851380944252014,0.3804546594619751,0.47164809703826904,0.4353558421134949,0.4872010052204132,0.5632256269454956,0.6103779673576355,0.7169040441513062
35.wav,pop,0.4504505395889282,0.47052913904190063,0.4931420683860779,0.4426906108856201,0.4519675672054291,0.4010457694530487,0.43639811873435974,0.34850963950157166,0.36999669671058655,0.46886056661605835,0.42356815934181213,0.4802357852458954
19.wav,pop,0.8739604353904724,0.351723313331604,0.1879936009645462,0.30362436175346375,0.19092990458011627,0.15356263518333435,0.1542418897151947,0.12085936963558197,0.1725696176290512,0.3040388524532318,0.26677989959716797,0.7162401080131531
31.wav,pop,0.5368203520774841,0.5669382214546204,0.5718245506286621,0.5532739162445068,0.5871681571006775,0.5734632611274719,0.5186865329742432,0.4833665192127228,0.5185561776161194,0.5553758144378662,0.5396755933761597,0.5428209900856018
25.wav,pop,0.32118919491767883,0.4025920033454895,0.2922842800617218,0.27964887022972107,0.245584174990654,0.34136688709259033,0.3344106078147888,0.23656657338142395,0.2594410181045532,0.3032330572605133,0.5257234573364258,0.3617110550403595
24.wav,pop,0.10556940734386444,0.17617012560367584,0.5286517143249512,0.5919929146766663,0.3154789209365845,0.47885626554489136,0.3878604769706726,0.16543586552143097,0.11976556479930878,0.1556403934955597,0.22518625855445862,0.16402363777160645
30.wav,pop,0.34583884477615356,0.36149826645851135,0.5145929455757141,0.41830092668533325,0.359730988740921,0.31925782561302185,0.37200793623924255,0.5301195383071899,0.377172589302063,0.34286555647850037,0.3211822807788849,0.39088305830955505
18.wav,pop,0.8233436942100525,0.45085546374320984,0.2985450029373169,0.3145729601383209,0.32441824674606323,0.40704479813575745,0.3072989583015442,0.317392498254776,0.323239803314209,0.30262431502342224,0.33614951372146606,0.44392141699790955
26.wav,pop,0.656977117061615,0.6060047149658203,0.6352664828300476,0.6398875117301941,0.5844655632972717,0.5807721614837646,0.5683989524841309,0.6048670411109924,0.5777494311332703,0.5960226058959961,0.5918904542922974,0.5999881625175476
32.wav,pop,0.3344593644142151,0.27970829606056213,0.26482728123664856,0.36450353264808655,0.45155107975006104,0.38719260692596436,0.3982694149017334,0.39679229259490967,0.5358097553253174,0.4237004220485687,0.35267165303230286,0.45313459634780884
33.wav,pop,0.3633585572242737,0.3731853663921356,0.31715184450149536,0.347516268491745,0.45829033851623535,0.45396173000335693,0.46031126379966736,0.44935378432273865,0.3910437524318695,0.3982433080673218,0.3307899236679077,0.335224449634552
27.wav,pop,0.2813393473625183,0.28494390845298767,0.34564831852912903,0.3144066333770752,0.31474965810775757,0.2532038688659668,0.33461645245552063,0.3755952715873718,0.3779962956905365,0.5877358317375183,0.3670383393764496,0.25741907954216003
16.wav,electronic,0.5891716480255127,0.5809507966041565,0.6655397415161133,0.739585280418396,0.8463280200958252,0.7923311591148376,0.7096273899078369,0.7181605696678162,0.5947192907333374,0.5115931630134583,0.5318331122398376,0.6222867369651794
17.wav,electronic,0.2328392118215561,0.19226790964603424,0.3173440098762512,0.25394049286842346,0.14050425589084625,0.30972573161125183,0.30966490507125854,0.5136041045188904,0.2872929275035858,0.15080824494361877,0.11132846772670746,0.08642376214265823
15.wav,electronic,0.6903389096260071,0.6123391389846802,0.5994411706924438,0.63777756690979,0.5786691308021545,0.5268378853797913,0.4776952862739563,0.5098589658737183,0.5839031338691711,0.5674365162849426,0.6440020799636841,0.6789539456367493
29.wav,electronic,0.603119969367981,0.6453972458839417,0.5176872611045837,0.4525228440761566,0.5560745596885681,0.49439388513565063,0.4041706621646881,0.3873050808906555,0.42638468742370605,0.49803251028060913,0.4678233563899994,0.4543927311897278
100.wav,electronic,0.7208330035209656,0.7266842722892761,0.74662846326828,0.7606845498085022,0.7820180654525757,0.7438591718673706,0.7059851884841919,0.6796879768371582,0.6577245593070984,0.6607407927513123,0.6744034886360168,0.7062708139419556
28.wav,electronic,0.4570856988430023,0.4217151701450348,0.3666032552719116,0.4029006361961365,0.5255374908447266,0.5617327094078064,0.47273537516593933,0.46729016304016113,0.5724325776100159,0.7741420269012451,0.538179874420166,0.4722517728805542
14.wav,electronic,0.6917874217033386,0.6400914788246155,0.6338053345680237,0.5614363551139832,0.5438562631607056,0.5396870374679565,0.5470479130744934,0.5042948722839355,0.5044801831245422,0.5795633792877197,0.6699539422988892,0.7820200324058533
38.wav,electronic,0.6630470752716064,0.47738948464393616,0.4731043577194214,0.610454261302948,0.5483679175376892,0.5315215587615967,0.45783549547195435,0.4912453889846802,0.459258109331131,0.4158102869987488,0.4003686308860779,0.4367104470729828
10.wav,electronic,0.4382627308368683,0.42321765422821045,0.4250067174434662,0.397003710269928,0.39055147767066956,0.4897466003894806,0.5563071370124817,0.8220049142837524,0.6561729311943054,0.4819500148296356,0.4562019407749176,0.46382516622543335
11.wav,electronic,0.64814692735672,0.7647852301597595,0.6094794869422913,0.5369765758514404,0.4811468720436096,0.418022483587265,0.3798852264881134,0.38732028007507324,0.45845210552215576,0.535302996635437,0.4652767479419708,0.5634612441062927
39.wav,electronic,0.2788463532924652,0.5130668878555298,0.33917850255966187,0.40200337767601013,0.34933775663375854,0.47917667031288147,0.5201568007469177,0.4289487600326538,0.5014606714248657,0.663954496383667,0.4892163574695587,0.41204407811164856
13.wav,electronic,0.558657169342041,0.47925809025764465,0.4361030161380768,0.4361991882324219,0.5333939790725708,0.4288570284843445,0.3809020221233368,0.4523376226425171,0.5236059427261353,0.6334548592567444,0.5447775721549988,0.5475593209266663
12.wav,electronic,0.14479203522205353,0.24264967441558838,0.23385584354400635,0.3789682388305664,0.31704652309417725,0.4014991819858551,0.31357061862945557,0.2727630138397217,0.32192426919937134,0.32580965757369995,0.42270392179489136,0.15356364846229553
61.wav,electronic,0.4084881544113159,0.33982911705970764,0.2735723555088043,0.34721535444259644,0.5682488679885864,0.8459814786911011,0.7733935713768005,0.5521915555000305,0.4908810555934906,0.44961240887641907,0.31084245443344116,0.27866649627685547
75.wav,electronic,0.26428914070129395,0.3308016061782837,0.4091435670852661,0.4599249064922333,0.4659971296787262,0.5616625547409058,0.7275727391242981,0.8681004047393799,0.8232276439666748,0.701225996017456,0.4937037527561188,0.34468159079551697
49.wav,electronic,0.23393064737319946,0.4476684629917145,0.2625536024570465,0.27009838819503784,0.5609663724899292,0.34719160199165344,0.4505307972431183,0.2769021689891815,0.3251952528953552,0.3932144343852997,0.21436180174350739,0.18299904465675354
48.wav,electronic,0.6339215636253357,0.6208853721618652,0.5779492259025574,0.600856363773346,0.8096418976783752,0.6328973770141602,0.48481181263923645,0.45716750621795654,0.4677339196205139,0.5185031890869141,0.5378809571266174,0.5931726694107056
74.wav,electronic,0.5121453404426575,0.41823872923851013,0.3942769467830658,0.42870205640792847,0.5868942141532898,0.5480238795280457,0.44044485688209534,0.45648056268692017,0.482474148273468,0.6937852501869202,0.5217251181602478,0.5090482234954834
60.wav,electronic,0.7665187120437622,0.5731308460235596,0.3959886431694031,0.39057794213294983,0.4535744786262512,0.34203869104385376,0.3513503670692444,0.5631301403045654,0.46691492199897766,0.35165995359420776,0.4135032594203949,0.5188737511634827
76.wav,electronic,0.5788738131523132,0.5005040764808655,0.48247456550598145,0.5091833472251892,0.5415312051773071,0.6620672345161438,0.5316809415817261,0.48885518312454224,0.5010492205619812,0.5672197341918945,0.6153461933135986,0.5468865633010864
